entity,field,value,source_id,retrieved_at,confidence,evidence_kind,source_url,derivation,derived_from,sample_size,notes
stop:ALM_0058,osm_node_id,7605377106,osm_route_relations,2026-08-10,high,,,,,,
stop:ALM_0059,coordinate,"36.737902,-3.678029",osm_route_relations,2026-08-10,medium,bus_stop_node,https://www.openstreetmap.org/node/7605377105,,,,
stop:ALM_0059,municipality,Almuñécar,osm_route_relations,2026-08-10,medium,,,Assigned from longitude: west of -3.725 is La Herradura.,,,
stop:ALM_0059,name,La Paloma,osm_route_relations,2026-08-10,medium,,https://www.openstreetmap.org/node/7605377105,,,,OSM name; the operator's diagrams use different wording.
stop:ALM_0059,osm_node_id,7605377105,osm_route_relations,2026-08-10,high,,,,,,
stop:ALM_0060,coordinate,"36.743774,-3.687074",osm_route_relations,2026-08-10,medium,bus_stop_node,https://www.openstreetmap.org/node/4742153106,,,,
stop:ALM_0060,municipality,Almuñécar,osm_route_relations,2026-08-10,medium,,,Assigned from longitude: west of -3.725 is La Herradura.,,,
stop:ALM_0060,name,Laderas De Castelar,osm_route_relations,2026-08-10,medium,,https://www.openstreetmap.org/node/4742153106,,,,OSM name; the operator's diagrams use different wording.
stop:ALM_0060,osm_node_id,4742153106,osm_route_relations,2026-08-10,high,,,,,,
stop:ALM_0061,coordinate,"36.755482,-3.688878",osm_route_relations,2026-08-10,medium,bus_stop_node,https://www.openstreetmap.org/node/12473808200,,,,
stop:ALM_0061,municipality,Almuñécar,osm_route_relations,2026-08-10,medium,,,Assigned from longitude: west of -3.725 is La Herradura.,,,
stop:ALM_0061,name,Venta Luciano,osm_route_relations,2026-08-10,medium,,https://www.openstreetmap.org/node/12473808200,,,,OSM name; the operator's diagrams use different wording.
stop:ALM_0061,osm_node_id,12473808200,osm_route_relations,2026-08-10,high,,,,,,
stop:ALM_0062,coordinate,"36.759469,-3.689669",osm_route_relations,2026-08-10,medium,bus_stop_node,https://www.openstreetmap.org/node/12473838001,,,,
stop:ALM_0062,municipality,Almuñécar,osm_route_relations,2026-08-10,medium,,,Assigned from longitude: west of -3.725 is La Herradura.,,,
stop:ALM_0062,name,Torrecuevas,osm_route_relations,2026-08-10,medium,,https://www.openstreetmap.org/node/12473838001,,,,OSM name; the operator's diagrams use different wording.
stop:ALM_0062,osm_node_id,12473838001,osm_route_relations,2026-08-10,high,,,,,,
stop:ALM_0063,coordinate,"36.762651,-3.690019",osm_route_relations,2026-08-10,medium,bus_stop_node,https://www.openstreetmap.org/node/12473838002,,,,
stop:ALM_0063,municipality,Almuñécar,osm_route_relations,2026-08-10,medium,,,Assigned from longitude: west of -3.725 is La Herradura.,,,
stop:ALM_0063,name,Arcos De Torrecuevas,osm_route_relations,2026-08-10,medium,,https://www.openstreetmap.org/node/12473838002,,,,OSM name; the operator's diagrams use different wording.
stop:ALM_0063,osm_node_id,12473838002,osm_route_relations,2026-08-10,high,,,,,,
stop:ALM_0064,coordinate,"36.762361,-3.690199",osm_route_relations,2026-08-10,medium,bus_stop_node,https://www.openstreetmap.org/node/9897655750,,,,
stop:ALM_0064,municipality,Almuñécar,osm_route_relations,2026-08-10,medium,,,Assigned from longitude: west of -3.725 is La Herradura.,,,
stop:ALM_0064,name,Arcos De Torrecuevas,osm_route_relations,2026-08-10,medium,,https://www.openstreetmap.org/node/9897655750,,,,OSM name; the operator's diagrams use different wording.
stop:ALM_0064,osm_node_id,9897655750,osm_route_relations,2026-08-10,high,,,,,,
stop:ALM_0065,coordinate,"36.749907,-3.683989",osm_route_relations,2026-08-10,medium,bus_stop_node,https://www.openstreetmap.org/node/12473808199,,,,
stop:ALM_0065,municipality,Almuñécar,osm_route_relations,2026-08-10,medium,,,Assigned from longitude: west of -3.725 is La Herradura.,,,
stop:ALM_0065,name,Peñuelas,osm_route_relations,2026-08-10,medium,,https://www.openstreetmap.org/node/12473808199,,,,OSM name; the operator's diagrams use different wording.
stop:ALM_0065,osm_node_id,12473808199,osm_route_relations,2026-08-10,high,,,,,,
stop:ALM_0066,coordinate,"36.755773,-3.689350",osm_route_relations,2026-08-10,medium,bus_stop_node,https://www.openstreetmap.org/node/12473838005,,,,
stop:ALM_0066,municipality,Almuñécar,osm_route_relations,2026-08-10,medium,,,Assigned from longitude: west of -3.725 is La Herradura.,,,
stop:ALM_0066,name,Venta Luciano,osm_route_relations,2026-08-10,medium,,https://www.openstreetmap.org/node/12473838005,,,,OSM name; the operator's diagrams use different wording.
stop:ALM_0066,osm_node_id,12473838005,osm_route_relations,2026-08-10,high,,,,,,
stop:ALM_0067,coordinate,"36.750772,-3.684133",osm_route_relations,2026-08-10,medium,bus_stop_node,https://www.openstreetmap.org/node/12473838006,,,,
stop:ALM_0067,municipality,Almuñécar,osm_route_relations,2026-08-10,medium,,,Assigned from longitude: west of -3.725 is La Herradura.,,,
stop:ALM_0067,name,Peñuelas,osm_route_relations,2026-08-10,medium,,https://www.openstreetmap.org/node/12473838006,,,,OSM name; the operator's diagrams use different wording.
stop:ALM_0067,osm_node_id,12473838006,osm_route_relations,2026-08-10,high,,,,,,
stop:ALM_0068,coordinate,"36.743598,-3.687296",osm_route_relations,2026-08-10,medium,bus_stop_node,https://www.openstreetmap.org/node/12473838007,,,,
stop:ALM_0068,municipality,Almuñécar,osm_route_relations,2026-08-10,medium,,,Assigned from longitude: west of -3.725 is La Herradura.,,,
stop:ALM_0068,name,Laderas De Castelar,osm_route_relations,2026-08-10,medium,,https://www.openstreetmap.org/node/12473838007,,,,OSM name; the operator's diagrams use different wording.
stop:ALM_0068,osm_node_id,12473838007,osm_route_relations,2026-08-10,high,,,,,,
stop:ALM_0069,coordinate,"36.740539,-3.688350",osm_route_relations,2026-08-10,medium,bus_stop_node,https://www.openstreetmap.org/node/4742153105,,,,
stop:ALM_0069,municipality,Almuñécar,osm_route_relations,2026-08-10,medium,,,Assigned from longitude: west of -3.725 is La Herradura.,,,
stop:ALM_0069,name,Barrio De San Sebastián II,osm_route_relations,2026-08-10,medium,,https://www.openstreetmap.org/node/4742153105,,,,OSM name; the operator's diagrams use different wording.
stop:ALM_0069,osm_node_id,4742153105,osm_route_relations,2026-08-10,high,,,,,,
stop:ALM_0070,coordinate,"36.740397,-3.688495",osm_route_relations,2026-08-10,medium,bus_stop_node,https://www.openstreetmap.org/node/12473838008,,,,
stop:ALM_0070,municipality,Almuñécar,osm_route_relations,2026-08-10,medium,,,Assigned from longitude: west of -3.725 is La Herradura.,,,
stop:ALM_0070,name,Barrio De San Sebastián II,osm_route_relations,2026-08-10,medium,,https://www.openstreetmap.org/node/12473838008,,,,OSM name; the operator's diagrams use different wording.
stop:ALM_0070,osm_node_id,12473838008,osm_route_relations,2026-08-10,high,,,,,,
stop:ALM_0071,coordinate,"36.737750,-3.689573",osm_route_relations,2026-08-10,medium,bus_stop_node,https://www.openstreetmap.org/node/12473808198,,,,
stop:ALM_0071,municipality,Almuñécar,osm_route_relations,2026-08-10,medium,,,Assigned from longitude: west of -3.725 is La Herradura.,,,
stop:ALM_0071,name,Barrio De San Sebastián I,osm_route_relations,2026-08-10,medium,,https://www.openstreetmap.org/node/12473808198,,,,OSM name; the operator's diagrams use different wording.
stop:ALM_0071,osm_node_id,12473808198,osm_route_relations,2026-08-10,high,,,,,,
stop:ALM_0072,coordinate,"36.737889,-3.689744",osm_route_relations,2026-08-10,medium,bus_stop_node,https://www.openstreetmap.org/node/4742153104,,,,
stop:ALM_0072,municipality,Almuñécar,osm_route_relations,2026-08-10,medium,,,Assigned from longitude: west of -3.725 is La Herradura.,,,
stop:ALM_0072,name,Barrio De San Sebastián I,osm_route_relations,2026-08-10,medium,,https://www.openstreetmap.org/node/4742153104,,,,OSM name; the operator's diagrams use different wording.
stop:ALM_0072,osm_node_id,4742153104,osm_route_relations,2026-08-10,high,,,,,,
stop:ALM_0073,coordinate,"36.768600,-3.683755",osm_route_relations,2026-08-10,medium,bus_stop_node,https://www.openstreetmap.org/node/12473838003,,,,
stop:ALM_0073,municipality,Almuñécar,osm_route_relations,2026-08-10,medium,,,Assigned from longitude: west of -3.725 is La Herradura.,,,
stop:ALM_0073,name,Cortijo Cahicillos,osm_route_relations,2026-08-10,medium,,https://www.openstreetmap.org/node/12473838003,,,,OSM name; the operator's diagrams use different wording.
stop:ALM_0073,osm_node_id,12473838003,osm_route_relations,2026-08-10,high,,,,,,
stop:ALM_0074,coordinate,"36.759625,-3.689771",osm_route_relations,2026-08-10,medium,bus_stop_node,https://www.openstreetmap.org/node/12473838004,,,,
stop:ALM_0074,municipality,Almuñécar,osm_route_relations,2026-08-10,medium,,,Assigned from longitude: west of -3.725 is La Herradura.,,,
stop:ALM_0074,name,Torrecuevas,osm_route_relations,2026-08-10,medium,,https://www.openstreetmap.org/node/12473838004,,,,OSM name; the operator's diagrams use different wording.
stop:ALM_0074,osm_node_id,12473838004,osm_route_relations,2026-08-10,high,,,,,,
